"query_seq","Nhits","N_taxid_all","beste","Nhits_beste","N_taxid_beste","LCA_name_all","LCA_rank_all","LCA_id_all","LCA_name_beste","LCA_rank_beste","LCA_id_beste","class_all","order_all","family_all","class_beste","order_beste","family_beste","query_abundance"
"DUP_69;size=128292",4,1,6.4e-21,3,1,"Mya arenaria","species","6604","Mya arenaria","species","6604","Bivalvia","Myoida","Myidae","Bivalvia","Myoida","Myidae",128292
"DUP_6948;size=724",7,6,4.84e-37,7,6,"Echinodermata","phylum","7586","Echinodermata","phylum","7586",NA,NA,NA,NA,NA,NA,724
"DUP_695;size=7333",100,10,1.36e-32,12,2,"Bilateria","below-kingdom","33213","Mytilus","genus","6548",NA,NA,NA,"Bivalvia","Mytiloida","Mytilidae",7333
"DUP_6952;size=476",1,1,2.24e-40,1,1,"Minolia chinensis","species","1646127","Minolia chinensis","species","1646127","Gastropoda",NA,"Solariellidae","Gastropoda",NA,"Solariellidae",476
"DUP_6953;size=502",1,1,4.88e-21,1,1,"Farrella repens","species","97262","Farrella repens","species","97262","Gymnolaemata","Ctenostomatida","Farrellidae","Gymnolaemata","Ctenostomatida","Farrellidae",502
"DUP_6985;size=489",100,9,1.36e-32,12,2,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",489
"DUP_7;size=3611397",4,2,1.32e-52,4,2,"Embiotocidae","family","50791","Embiotocidae","family","50791","Actinopteri",NA,"Embiotocidae","Actinopteri",NA,"Embiotocidae",3611397
"DUP_7046;size=486",103,66,1.33e-47,3,2,"Euteleostomi","below-subphylum","117571","Euteleostomi","below-subphylum","117571",NA,NA,NA,NA,NA,NA,486
"DUP_7052;size=534",109,55,1.36e-32,8,2,"Mollusca","phylum","6447","Mollusca","phylum","6447",NA,"Mytiloida",NA,NA,"Mytiloida",NA,534
"DUP_7059;size=465",13,8,1.34e-32,5,2,"Podonidae","family","141398","Evadne","genus","141402","Branchiopoda","Diplostraca","Podonidae","Branchiopoda","Diplostraca","Podonidae",465
"DUP_7068;size=464",2,1,1.75e-31,2,1,"Modiolus modiolus","species","40256","Modiolus modiolus","species","40256","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",464
"DUP_7165;size=564",3,3,3.75e-28,1,1,"Tellinoidea","superfamily","98297","Pinguitellina sp. Mo77439","species","1230584","Bivalvia","Veneroida",NA,"Bivalvia","Veneroida","Tellinidae",564
"DUP_7176;size=807",23,16,1.74e-36,23,16,"Euteleostomi","below-subphylum","117571","Euteleostomi","below-subphylum","117571",NA,NA,NA,NA,NA,NA,807
"DUP_7214;size=448",14,11,1.34e-42,8,6,"Lottioidea","superfamily","216260","Lottia","genus","72691","Gastropoda",NA,NA,"Gastropoda",NA,"Lottiidae",448
"DUP_7234;size=560",33,15,1.32e-42,2,1,"Sessilia","order","116167","Nobia grandis","species","432341","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia","Pyrgomatidae",560
"DUP_725;size=9249",103,41,4.78e-47,103,41,"Euteleostomi","below-subphylum","117571","Euteleostomi","below-subphylum","117571",NA,NA,NA,NA,NA,NA,9249
"DUP_7258;size=447",100,11,1.06e-28,3,2,"Bivalvia","class","6544","Mytilinae","subfamily","301959","Bivalvia",NA,NA,"Bivalvia","Mytiloida","Mytilidae",447
"DUP_7286;size=812",1,1,2.34e-25,1,1,"Modiolus rumphii","species","1411923","Modiolus rumphii","species","1411923","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",812
"DUP_7287;size=441",9,6,8.22e-25,3,2,"Mollusca","phylum","6447","Modiolus","genus","40255",NA,NA,NA,"Bivalvia","Mytiloida","Mytilidae",441
"DUP_7302;size=679",71,56,3.67e-43,7,7,"Polyphaga","suborder","41084","Cucujiformia","infraorder","41088","Insecta","Coleoptera",NA,"Insecta","Coleoptera",NA,679
"DUP_7366;size=830",4,1,8.28e-20,4,1,"Protothaca jedoensis","species","224094","Protothaca jedoensis","species","224094","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",830
"DUP_7396;size=509",2,1,4.84e-37,2,1,"Mytilus trossulus","species","6551","Mytilus trossulus","species","6551","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",509
"DUP_7413;size=512",5,2,7.74e-34,5,2,"Evadne","genus","141402","Evadne","genus","141402","Branchiopoda","Diplostraca","Podonidae","Branchiopoda","Diplostraca","Podonidae",512
"DUP_744;size=8723",2,2,2.88e-34,2,2,"Thysanoessa","genus","48145","Thysanoessa","genus","48145","Malacostraca","Euphausiacea","Euphausiidae","Malacostraca","Euphausiacea","Euphausiidae",8723
"DUP_7440;size=785",100,16,6.18e-46,92,10,"Sauria","below-subphylum","32561","Galliformes","order","8976","Aves",NA,NA,"Aves","Galliformes",NA,785
"DUP_7443;size=615",104,56,6.18e-46,15,13,"Euechinoidea","subclass","7638","Euechinoidea","subclass","7638","Echinoidea",NA,NA,"Echinoidea",NA,NA,615
"DUP_7455;size=434",12,10,2.22e-45,12,10,"Percomorphaceae","below-infraclass","1489872","Percomorphaceae","below-infraclass","1489872","Actinopteri",NA,NA,"Actinopteri",NA,NA,434
"DUP_746;size=9480",14,14,1.04e-28,2,2,"Tellinoidea","superfamily","98297","Tellinidae","family","52798","Bivalvia","Veneroida",NA,"Bivalvia","Veneroida","Tellinidae",9480
"DUP_7477;size=481",44,31,8.28e-20,1,1,"Bilateria","below-kingdom","33213","Tudorella sulcata","species","425674",NA,NA,NA,"Gastropoda",NA,"Pomatiidae",481
"DUP_7478;size=427",2,1,2.94e-29,2,1,"Saxidomus purpuratus","species","311201","Saxidomus purpuratus","species","311201","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",427
"DUP_7485;size=670",33,15,6.1e-46,5,1,"Sessilia","order","116167","Savignium crenatum","species","32271","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia","Pyrgomatidae",670
"DUP_749;size=10022",1,1,8.16e-30,1,1,"Cephalothrix spiralis","species","937756","Cephalothrix spiralis","species","937756","Palaeonemertea",NA,"Cephalothricidae","Palaeonemertea",NA,"Cephalothricidae",10022
"DUP_7522;size=444",4,1,1.36e-32,3,1,"Mya arenaria","species","6604","Mya arenaria","species","6604","Bivalvia","Myoida","Myidae","Bivalvia","Myoida","Myidae",444
"DUP_7534;size=534",2,2,2.93e-29,2,2,"Trochidae","family","6466","Trochidae","family","6466","Gastropoda",NA,"Trochidae","Gastropoda",NA,"Trochidae",534
"DUP_7554;size=479",100,58,2.21e-46,24,13,"Sessilia","order","116167","Sessilia","order","116167","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia",NA,479
"DUP_7568;size=548",76,45,1.75e-31,32,15,"Sessilia","order","116167","Sessilia","order","116167","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia",NA,548
"DUP_757;size=7832",13,10,7.93e-50,8,6,"Lottioidea","superfamily","216260","Lottia","genus","72691","Gastropoda",NA,NA,"Gastropoda",NA,"Lottiidae",7832
"DUP_7593;size=738",32,15,1.04e-33,32,15,"Sessilia","order","116167","Sessilia","order","116167","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia",NA,738
"DUP_763;size=7616",3,1,6.35e-26,3,1,"Mya arenaria","species","6604","Mya arenaria","species","6604","Bivalvia","Myoida","Myidae","Bivalvia","Myoida","Myidae",7616
"DUP_7641;size=414",1,1,1.74e-36,1,1,"Abra longicallus","species","989232","Abra longicallus","species","989232","Bivalvia","Veneroida","Semelidae","Bivalvia","Veneroida","Semelidae",414
"DUP_7665;size=472",100,7,3.74e-38,47,5,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",472
"DUP_7676;size=473",16,7,1.71e-41,16,7,"Daphniidae","family","77658","Daphniidae","family","77658","Branchiopoda","Diplostraca","Daphniidae","Branchiopoda","Diplostraca","Daphniidae",473
"DUP_7681;size=411",2,1,6.26e-36,1,1,"Maculaura alaskensis","species","187798","Maculaura alaskensis","species","187798","Anopla","Heteronemertea","Lineidae","Anopla","Heteronemertea","Lineidae",411
"DUP_7694;size=503",1,1,6.35e-26,1,1,"Amphipholis squamata","species","48271","Amphipholis squamata","species","48271","Ophiuroidea","Ophiurida","Amphiuridae","Ophiuroidea","Ophiurida","Amphiuridae",503
"DUP_77;size=126475",1,1,1.73e-41,1,1,"Nitidotellina iridella","species","1230547","Nitidotellina iridella","species","1230547","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",126475
"DUP_7706;size=491",3,3,1.36e-22,2,2,"Mactridae","family","6581","Tresus","genus","31207","Bivalvia","Veneroida","Mactridae","Bivalvia","Veneroida","Mactridae",491
"DUP_7715;size=462",4,1,1.36e-32,3,1,"Mya arenaria","species","6604","Mya arenaria","species","6604","Bivalvia","Myoida","Myidae","Bivalvia","Myoida","Myidae",462
"DUP_7756;size=493",1,1,1.05e-33,1,1,"Mya arenaria","species","6604","Mya arenaria","species","6604","Bivalvia","Myoida","Myidae","Bivalvia","Myoida","Myidae",493
"DUP_7769;size=508",32,15,1.04e-33,32,15,"Sessilia","order","116167","Sessilia","order","116167","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia",NA,508
"DUP_7776;size=406",1,1,3.69e-48,1,1,"Ptychodera flava","species","63121","Ptychodera flava","species","63121","Enteropneusta",NA,"Ptychoderidae","Enteropneusta",NA,"Ptychoderidae",406
"DUP_7791;size=589",3,2,1.38e-22,1,1,"Veneridae","family","6592","Callista brevisiphonata","species","366652","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",589
"DUP_7804;size=438",57,9,6.31e-31,1,1,"Mytilinae","subfamily","301959","Crenomytilus grayanus","species","151218","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",438
"DUP_7813;size=446",55,40,4.78e-47,1,1,"Percomorphaceae","below-infraclass","1489872","Brachaluteres ulvarum","species","392911","Actinopteri",NA,NA,"Actinopteri","Tetraodontiformes","Monacanthidae",446
"DUP_782;size=9237",3,1,7.84e-50,3,1,"Panopea generosa","species","1049056","Panopea generosa","species","1049056","Bivalvia","Myoida","Hiatellidae","Bivalvia","Myoida","Hiatellidae",9237
"DUP_7820;size=411",1,1,6.22e-41,1,1,"Nitidotellina iridella","species","1230547","Nitidotellina iridella","species","1230547","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",411
"DUP_7834;size=451",5,5,1.05e-23,1,1,"Tellinoidea","superfamily","98297","Nitidotellina iridella","species","1230547","Bivalvia","Veneroida",NA,"Bivalvia","Veneroida","Tellinidae",451
"DUP_7844;size=516",100,6,4.78e-47,100,6,"Sus","genus","9822","Sus","genus","9822","Mammalia",NA,"Suidae","Mammalia",NA,"Suidae",516
"DUP_7859;size=720",4,2,1.03e-48,4,2,"Embiotocidae","family","50791","Embiotocidae","family","50791","Actinopteri",NA,"Embiotocidae","Actinopteri",NA,"Embiotocidae",720
"DUP_7868;size=653",2,2,1.71e-41,2,2,"Macoma","genus","52799","Macoma","genus","52799","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",653
"DUP_7872;size=434",10,2,3.64e-33,10,2,"Placobranchidae","family","71492","Placobranchidae","family","71492","Gastropoda",NA,"Placobranchidae","Gastropoda",NA,"Placobranchidae",434
"DUP_7879;size=473",4,4,1.73e-31,1,1,"Monostilifera","order","6227","Zygonemertes simonae","species","187761","Enopla","Monostilifera",NA,"Enopla","Monostilifera","Amphiporidae",473
"DUP_7957;size=459",99,14,2.85e-49,99,14,"Neognathae","superorder","8825","Neognathae","superorder","8825","Aves",NA,NA,"Aves",NA,NA,459
"DUP_7984;size=555",19,7,1.03e-48,19,7,"Clupeocephala","below-infraclass","186625","Clupeocephala","below-infraclass","186625","Actinopteri",NA,NA,"Actinopteri",NA,NA,555
"DUP_8;size=2875452",4,2,2.1e-39,1,1,"Placida","genus","71496","Placida sp. 1 NY-2013","species","1281821","Gastropoda",NA,"Limapontiidae","Gastropoda",NA,"Limapontiidae",2875452
"DUP_80;size=143487",91,9,1.32e-52,91,9,"Gallus","genus","9030","Gallus","genus","9030","Aves","Galliformes","Phasianidae","Aves","Galliformes","Phasianidae",143487
"DUP_800;size=7973",100,15,2.22e-45,100,15,"Neognathae","superorder","8825","Neognathae","superorder","8825","Aves",NA,NA,"Aves",NA,NA,7973
"DUP_8008;size=431",100,9,1.36e-32,12,2,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",431
"DUP_8011;size=603",7,3,2.22e-45,7,3,"Suidae","family","9821","Suidae","family","9821","Mammalia",NA,"Suidae","Mammalia",NA,"Suidae",603
"DUP_8036;size=428",1,1,4.98e-17,1,1,"uncultured bacterium AD370-D1","species","526658","uncultured bacterium AD370-D1","species","526658",NA,NA,NA,NA,NA,NA,428
"DUP_8053;size=383",3,2,1.77e-26,3,2,"Modiolus","genus","40255","Modiolus","genus","40255","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",383
"DUP_806;size=6746",3,2,2.92e-34,1,1,"Hypsogastropoda","below-class","216293","Olivella volutella","species","604254","Gastropoda",NA,NA,"Gastropoda",NA,"Olividae",6746
"DUP_8095;size=490",1,1,1.35e-37,1,1,"Modiolus rumphii","species","1411923","Modiolus rumphii","species","1411923","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",490
"DUP_8102;size=641",1,1,2.26e-25,1,1,"Tellinella virgata","species","1219311","Tellinella virgata","species","1219311","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",641
"DUP_811;size=11857",2,1,7.99e-45,2,1,"Modiolus modiolus","species","40256","Modiolus modiolus","species","40256","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",11857
"DUP_8156;size=384",29,14,8.01e-35,1,1,"Sessilia","order","116167","Platylepas hexastylos","species","1194740","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia","Platylepadidae",384
"DUP_8179;size=514",15,10,2.22e-45,5,3,"Tetrapoda","below-subphylum","32523","Suidae","family","9821",NA,NA,NA,"Mammalia",NA,"Suidae",514
"DUP_8183;size=463",2,2,2.19e-30,1,1,"Placida","genus","71496","Placida sp. 1 NY-2013","species","1281821","Gastropoda",NA,"Limapontiidae","Gastropoda",NA,"Limapontiidae",463
"DUP_8186;size=580",7,7,6.31e-31,2,2,"Lophotrochozoa","below-kingdom","1206795","Trochidae","family","6466",NA,"Cheilostomatida",NA,"Gastropoda",NA,"Trochidae",580
"DUP_82;size=108123",1,1,1.71e-41,1,1,"Humilaria kennerleyi","species","380170","Humilaria kennerleyi","species","380170","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",108123
"DUP_8205;size=458",2,2,2.19e-30,1,1,"Placida","genus","71496","Placida sp. 1 NY-2013","species","1281821","Gastropoda",NA,"Limapontiidae","Gastropoda",NA,"Limapontiidae",458
"DUP_8208;size=919",11,8,1.75e-26,7,4,"Pancrustacea","below-phylum","197562","Neoptera","subclass","33340",NA,NA,NA,"Insecta",NA,NA,919
"DUP_8251;size=369",1,1,1.75e-26,1,1,"Falsomelyris opaca","species","433223","Falsomelyris opaca","species","433223","Insecta","Coleoptera","Melyridae","Insecta","Coleoptera","Melyridae",369
"DUP_8289;size=645",2,1,1.74e-36,2,1,"Protothaca jedoensis","species","224094","Protothaca jedoensis","species","224094","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",645
"DUP_83;size=120609",2,1,4.74e-52,2,1,"Syngnathus leptorhynchus","species","161587","Syngnathus leptorhynchus","species","161587","Actinopteri","Syngnathiformes","Syngnathidae","Actinopteri","Syngnathiformes","Syngnathidae",120609
"DUP_8331;size=364",2,1,6.31e-31,2,1,"Saxidomus purpuratus","species","311201","Saxidomus purpuratus","species","311201","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",364
"DUP_8357;size=590",11,4,2.22e-45,8,3,"Tetrapoda","below-subphylum","32523","Tetrapoda","below-subphylum","32523",NA,NA,NA,NA,"Caudata",NA,590
"DUP_836;size=9201",3,3,6.35e-26,3,3,"Lophotrochozoa","below-kingdom","1206795","Lophotrochozoa","below-kingdom","1206795",NA,NA,NA,NA,NA,NA,9201
"DUP_8394;size=445",4,1,1.03e-48,4,1,"Mya arenaria","species","6604","Mya arenaria","species","6604","Bivalvia","Myoida","Myidae","Bivalvia","Myoida","Myidae",445
"DUP_84;size=126237",4,2,4.74e-52,4,2,"Phoca","genus","9717","Phoca","genus","9717","Mammalia","Carnivora","Phocidae","Mammalia","Carnivora","Phocidae",126237
"DUP_8406;size=620",3,1,2.87e-44,3,1,"Mya arenaria","species","6604","Mya arenaria","species","6604","Bivalvia","Myoida","Myidae","Bivalvia","Myoida","Myidae",620
"DUP_8417;size=518",9,7,6.18e-46,1,1,"Gnathostomata","below-subphylum","7776","Uroconger syringinus","species","391211",NA,NA,NA,"Actinopteri","Anguilliformes","Congridae",518
"DUP_8432;size=358",39,29,8.01e-35,1,1,"Sessilia","order","116167","Chthamalus panamensis","species","116182","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia","Chthamalidae",358
"DUP_849;size=7219",43,6,8.1e-35,2,1,"Mytilidae","family","6547","Mytilus trossulus","species","6551","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",7219
"DUP_8498;size=476",2,2,2.18e-50,1,1,"Tresus","genus","31207","Tresus capax","species","31208","Bivalvia","Veneroida","Mactridae","Bivalvia","Veneroida","Mactridae",476
"DUP_8576;size=640",100,56,6.18e-46,13,6,"Gnathostomata","below-subphylum","7776","Gnathostomata","below-subphylum","7776",NA,NA,NA,NA,NA,NA,640
"DUP_8581;size=382",13,11,8.12e-25,1,1,"Bilateria","below-kingdom","33213","Puncturella sp. AW-2002","species","216112",NA,"Ophiurida",NA,"Gastropoda",NA,"Fissurellidae",382
"DUP_8592;size=369",14,3,1.35e-37,14,3,"Lepidophyma","genus","8541","Lepidophyma","genus","8541",NA,"Squamata","Xantusiidae",NA,"Squamata","Xantusiidae",369
"DUP_8597;size=354",2,1,1.08e-23,1,1,"Amphipholis squamata","species","48271","Amphipholis squamata","species","48271","Ophiuroidea","Ophiurida","Amphiuridae","Ophiuroidea","Ophiurida","Amphiuridae",354
"DUP_861;size=7406",104,64,2.63e-38,47,23,"Eukaryota","superkingdom","2759","Alveolata","below-superkingdom","33630",NA,NA,NA,NA,NA,NA,7406
"DUP_8616;size=680",100,8,1.03e-48,100,8,"Homininae","subfamily","207598","Homininae","subfamily","207598","Mammalia","Primates","Hominidae","Mammalia","Primates","Hominidae",680
"DUP_8643;size=346",3,3,3.82e-23,1,1,"Enteropneusta","class","10220","Torquaratoridae sp. 2 JTC-2013","species","1411959","Enteropneusta",NA,"Torquaratoridae","Enteropneusta",NA,"Torquaratoridae",346
"DUP_8657;size=440",2,1,4.88e-32,2,1,"Maculaura alaskensis","species","187798","Maculaura alaskensis","species","187798","Anopla","Heteronemertea","Lineidae","Anopla","Heteronemertea","Lineidae",440
"DUP_8664;size=391",2,1,1.34e-32,2,1,"Solen marginatus","species","251532","Solen marginatus","species","251532","Bivalvia","Veneroida","Solenidae","Bivalvia","Veneroida","Solenidae",391
"DUP_868;size=7862",2,2,1.73e-31,1,1,"Nemertea","phylum","6217","Nemertea sp. Antarctic ARM-2008","species","561110","Enopla",NA,NA,NA,NA,NA,7862
"DUP_8701;size=489",18,1,2.91e-44,18,1,"Ruditapes philippinarum","species","129788","Ruditapes philippinarum","species","129788","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",489
"DUP_8703;size=344",29,15,6.19e-36,3,1,"Sessilia","order","116167","Amphibalanus rhizophorae","species","1232803","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia","Balanidae",344
"DUP_8716;size=414",7,5,1.36e-32,1,1,"Neocheilostomatina","suborder","558764","Beania klugei","species","1432728","Gymnolaemata","Cheilostomatida",NA,"Gymnolaemata","Cheilostomatida","Beaniidae",414
"DUP_8748;size=343",2,2,2.93e-29,2,2,"Lottiidae","family","69676","Lottiidae","family","69676","Gastropoda",NA,"Lottiidae","Gastropoda",NA,"Lottiidae",343
"DUP_8816;size=343",12,3,1.06e-28,1,1,"Gnathophiurina","infraorder","41168","Amphipholis squamata","species","48271","Ophiuroidea","Ophiurida",NA,"Ophiuroidea","Ophiurida","Amphiuridae",343
"DUP_8827;size=450",100,9,1.36e-32,12,2,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",450
"DUP_8833;size=515",5,5,2.21e-50,1,1,"Clupeocephala","below-infraclass","186625","Brachyhypopomus occidentalis","species","1194720","Actinopteri",NA,NA,"Actinopteri","Gymnotiformes","Hypopomidae",515
"DUP_89;size=105168",1,1,1.24e-36,1,1,"Olea hansineensis","species","1522364","Olea hansineensis","species","1522364","Gastropoda",NA,"Limapontiidae","Gastropoda",NA,"Limapontiidae",105168
"DUP_8973;size=461",104,62,1.72e-46,15,13,"Echinoidea","class","7625","Euechinoidea","subclass","7638","Echinoidea",NA,NA,"Echinoidea",NA,NA,461
"DUP_9;size=3450536",7,1,4.74e-52,7,1,"Mytilus trossulus","species","6551","Mytilus trossulus","species","6551","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",3450536
"DUP_90;size=114080",56,36,4.98e-17,1,1,"Protostomia","below-kingdom","33317","Zetela sp. 1 LS-2013","species","1286746",NA,NA,NA,"Gastropoda",NA,"Solariellidae",114080
"DUP_9032;size=324",18,2,3.73e-33,18,2,"Chthamalus","genus","37898","Chthamalus","genus","37898","Maxillopoda","Sessilia","Chthamalidae","Maxillopoda","Sessilia","Chthamalidae",324
